UNITID,SECTOR
230162,"Other public two-years, less-than-two-years"
451583,"Other public two-years, less-than-two-years"
448248,"Other public two-years, less-than-two-years"
230490,"Other public two-years, less-than-two-years"
449816,"Other public two-years, less-than-two-years"
475723,"Other public two-years, less-than-two-years"
230676,"Other public two-years, less-than-two-years"
461342,Private for-profits
459541,Private for-profits
489247,Private for-profits
447263,Private for-profits
229957,Private for-profits
452090,Private for-profits
474924,Private for-profits
451574,Private for-profits
491048,Private for-profits
481456,Private for-profits
459091,Private for-profits
230056,Private for-profits
230065,Private for-profits
448239,Private for-profits
230144,Private for-profits
447421,Private for-profits
230366,Private for-profits
230199,Private for-profits
230205,Private for-profits
456454,Private for-profits
421610,Private for-profits
441830,Private for-profits
230384,Private for-profits
461272,Private for-profits
476993,Private for-profits
406486,Private for-profits
445692,Private for-profits
444787,Private for-profits
448220,Private for-profits
476294,Private for-profits
380456,Private for-profits
230214,Private for-profits
380438,Private for-profits
458104,Private for-profits
475495,Private for-profits
230135,Private for-profits
455381,Private for-profits
444857,Private for-profits
461494,Private for-profits
484394,Private for-profits
461926,Private for-profits
450049,Private for-profits
476708,Private for-profits
481100,Private for-profits
380465,Private for-profits
380474,Private for-profits
436270,Private for-profits
230038,Private not-for-profit four-years
465812,Private not-for-profit four-years
480985,Private not-for-profit four-years
446677,Private not-for-profit four-years
438151,Private not-for-profit four-years
230630,Private not-for-profit four-years
477950,Private not-for-profit four-years
230621,Private not-for-profit four-years
433387,Private not-for-profit four-years
230807,Private not-for-profit four-years
230171,Public four-years
230603,Public four-years
230764,Public four-years
230728,Public four-years
230737,Public four-years
230782,Public four-years
230861,Community Colleges
456001,Private for-profits
230977,Private for-profits
231004,Private for-profits
230816,Private not-for-profit four-years
230852,Private not-for-profit four-years
231077,Private not-for-profit four-years
230889,Private not-for-profit four-years
230898,Private not-for-profit four-years
247649,Private not-for-profit four-years
230940,Private not-for-profit four-years
440411,Private not-for-profit four-years
230959,Private not-for-profit four-years
230995,Private not-for-profit four-years
231059,Private not-for-profit four-years
231068,Private not-for-profit four-years
231086,Private not-for-profit four-years
231095,Private not-for-profit four-years
455992,Private not-for-profit four-years
231147,Private not-for-profit four-years
230834,Public four-years
230913,Public four-years
230931,Public four-years
231174,Public four-years
231165,Public four-years
243665,Public four-years
231536,Community Colleges
231697,Community Colleges
231873,Community Colleges
231882,Community Colleges
232052,Community Colleges
232195,Community Colleges
232414,Community Colleges
232450,Community Colleges
232575,Community Colleges
232788,Community Colleges
232867,Community Colleges
232946,Community Colleges
233019,Community Colleges
233037,Community Colleges
233116,Community Colleges
233310,Community Colleges
233639,Community Colleges
233648,Community Colleges
233754,Community Colleges
233772,Community Colleges
233903,Community Colleges
233949,Community Colleges
234377,Community Colleges
438647,Other private not-for-profits
480329,Other private not-for-profits
233480,Other private not-for-profits
430306,Other private not-for-profits
427894,Other private not-for-profits
232502,Other private not-for-profits
233408,Other private not-for-profits
486594,Other private not-for-profits
231688,"Other public two-years, less-than-two-years"
446206,"Other public two-years, less-than-two-years"
431266,"Other public two-years, less-than-two-years"
233338,"Other public two-years, less-than-two-years"
377485,"Other public two-years, less-than-two-years"
234359,"Other public two-years, less-than-two-years"
231411,Private for-profits
232797,Private for-profits
419457,Private for-profits
448257,Private for-profits
427973,Private for-profits
445762,Private for-profits
459107,Private for-profits
231828,Private for-profits
231785,Private for-profits
420024,Private for-profits
377449,Private for-profits
377458,Private for-profits
427982,Private for-profits
232016,Private for-profits
460871,Private for-profits
437769,Private for-profits
479248,Private for-profits
455983,Private for-profits
461449,Private for-profits
232724,Private for-profits
484923,Private for-profits
482653,Private for-profits
451617,Private for-profits
441858,Private for-profits
248934,Private for-profits
444282,Private for-profits
450599,Private for-profits
476179,Private for-profits
233329,Private for-profits
382957,Private for-profits
455390,Private for-profits
406495,Private for-profits
483780,Private for-profits
458122,Private for-profits
441964,Private for-profits
368601,Private for-profits
437051,Private for-profits
459602,Private for-profits
441955,Private for-profits
483726,Private for-profits
233091,Private for-profits
475194,Private for-profits
483805,Private for-profits
461412,Private for-profits
449995,Private for-profits
231280,Private for-profits
480930,Private for-profits
441876,Private for-profits
486424,Private for-profits
459259,Private for-profits
459268,Private for-profits
233082,Private for-profits
